Type,Source,Destination,Alt_text,Anchor,Status_code,Status,Follow
IMG,https://parus-peterburg.ru/osenniye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/severo-zapad-rossii/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-v-vyborg/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/kazan/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/excursii-kronshtadt/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-v-velikij-novogorod/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-s-vodnoj-progulkoj/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/gastronomicheskij/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/arhitektura/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/1-klass/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-v-staruyu-russu/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/interaktivnye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/pushkin-shkolnye-ehkskursii/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/krym/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/zimniye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/peshekhodnye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/shkolnye-ekskursii-v-gatchinu/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/kavkaz/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/kolskij-poluostrov/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/velikiy-novgorod/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/pavlovsk/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/pavlovsk-shkolnye-ehkskursii/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/starshie-klassy/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/bilety-bez-ocheredi/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/misticheskiye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/literatura/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-na-meteore/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/nochnyye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-po-rekam-i-kanalam/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/odnodnevnye-shkolnye-ehkskursii/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/pushkinskie-gory/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/pravoslavnyye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/indiv-ekskursii/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/altaj/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-v-tihvin/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-na-razvedenie-mostov/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/shkolnye-ekskursii-v-kronshtadt/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/abhaziya/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/zolotoe-koltso/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/teplokhodnyye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/kaliningrad/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/kareliya/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/avtorskiye/,https://parus-peterburg.ru/wp-content/themes/parus/assets/images/gids/13.jpg,Ал-Каука<br>Амир,,200,OK,
IMG,https://parus-peterburg.ru/avtobusnyye-ekskursii/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/pushkin/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/prigorodnyye/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/promos/skidki-do-50-pri-pokupke-na-saite/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/promos/birtday-discount,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/dvorcy-i-osobnyaki/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/detskiye/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/petergof-na-meteore/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/zimniye/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/bilety-bez-ocheredi/,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/ekskursiya-v-petergof-petrodvorec-park-dvorec-vesna,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/chasovnya,https://parus-peterburg.ru/wp-content/uploads/2020/04/cameron-gallery-in-catherine-park-1.jpg,Камеронова галерея в Екатерининском парке Царского села,,200,OK,
IMG,https://parus-peterburg.ru/skidki,https://parus-peterburg.ru/wp-content/uploads/2023/10/10-скидка-в-день-рождения.jpg,10% скидка именинникам,,200,OK,
IMG,https://parus-peterburg.ru/promos/birtday-discount,https://parus-peterburg.ru/wp-content/uploads/2023/10/10-скидка-в-день-рождения.jpg,10% скидка именинникам,,200,OK,
IMG,https://parus-peterburg.ru/letniye/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/avtobusnyye-ekskursii/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/prigorodnyye/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/masony-spb/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/promos/skidki-do-50-pri-pokupke-na-saite/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/promos/birtday-discount,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/dvorcy-i-osobnyaki/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/ekskursiya-v-carskoe-selo-s-poseshcheniem,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/zimniye/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/bilety-bez-ocheredi/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/ekskursiya-v-petergof-petrodvorec-park-dvorec-vesna,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/tours/средневековый-выборг/,https://parus-peterburg.ru/wp-content/uploads/2020/12/karpin-bridge-gatchina-park-gatchina-palace-st-petersburg-russia.jpg,Каприн мост и Гатчинский дворец,,200,OK,
IMG,https://parus-peterburg.ru/letniye/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-v-kareliyu/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/odnodnevnye/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/promos/skidki-do-50-pri-pokupke-na-saite/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/promos/birtday-discount,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/bilety-bez-ocheredi/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/avtorskiye/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-1024x636.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/tours/обзорная-экскурсия-с-прогулкой-на-теп/,https://parus-peterburg.ru/wp-content/uploads/2021/04/kunstkammer-rostral-column-peter-and-paul-fortress-and-the-palace-bridge-across-the-neva-river-in-st-petersburg-in-the-rays-of-the-setting-sun-500x330.jpg,Закат над Невой в Санкт-Петербурге,,200,OK,
IMG,https://parus-peterburg.ru/tours/обзорная-экскурсия-с-прогулкой-на-теп/,https://parus-peterburg.ru/wp-content/uploads/2021/04/old-town-st-petersburg-skyline-sunset-russia-400x400.jpg,Вид на исторический Петербург на закате,,200,OK,
IMG,https://parus-peterburg.ru/tours/обзорная-экскурсия-с-прогулкой-на-теп/,https://parus-peterburg.ru/wp-content/uploads/2021/04/old-town-st-petersburg-skyline-sunset-russia-500x334.jpg,Вид на исторический Петербург на закате,,200,OK,
IMG,https://parus-peterburg.ru/pskov-izborsk-pechery/,https://parus-peterburg.ru/wp-content/uploads/2020/09/assumption-cathedral-in-the-holy-dormition-pskovpechersk-monastery-pechory-pskov-region-russia.jpg.webp,Успенский собор Свято-Успенского Псково-Печерского монастыря,,200,OK,
IMG,https://parus-peterburg.ru/avtobusnyye-ekskursii/,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/staraya_russa,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/promos/skidki-do-50-pri-pokupke-na-saite/,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/promos/birtday-discount,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/tematicheskiye/,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/kino-spb/,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/avtorskiye/,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/tours/места-силы-и-остров-койонсаари/,https://parus-peterburg.ru/wp-content/uploads/2021/03/dark-archway-with-building-visible-background.jpg,Двор Санкт-Петербурга,,200,OK,
IMG,https://parus-peterburg.ru/tours/maslenichnyj-tur-v-velikij-novgorod/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/tours/paradnyj-peterburg-s-vyhodom-v-finskij-zaliv/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/obzornyye/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-s-vodnoj-progulkoj/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/tours/ладожские-шхеры-и-места-силы-карелии-н/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/bilety-bez-ocheredi/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-po-rekam-i-kanalam/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/teplokhodnyye/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/tours/места-силы-и-остров-койонсаари/,https://parus-peterburg.ru/wp-content/uploads/2021/05/view-of-saint-petersburg-from-neva-river-russia.jpg,Вид на Санкт-Петербург с Невы,,200,OK,
IMG,https://parus-peterburg.ru/tours/обзорная-экскурсия-с-прогулкой-на-теп/,https://parus-peterburg.ru/wp-content/uploads/2021/04/top-view-beautiful-european-city-river-with-ships-400x400.jpg,Вид сверху на Санкт-Петербург и реку с кораблями,,200,OK,
IMG,https://parus-peterburg.ru/tours/maslenichnyj-tur-v-velikij-novgorod/,https://parus-peterburg.ru/wp-content/uploads/2023/01/svyat_uriev_mon14.c4c832cdeaaf28e3361027b484948c93-400x300.jpg,Свято-Юрьев монастырь,,200,OK,
IMG,https://parus-peterburg.ru/pskov-izborsk-pechery/,https://parus-peterburg.ru/wp-content/uploads/2020/09/izborsk-fortress-the-nikolsky-gate-and-st-nicholas-nikolsky-cathedral-izborsk-pskov-region-russia-500x334.jpg,Вид на стену Изборской крепости и  Никольские ворота,,200,OK,
IMG,https://parus-peterburg.ru/letniye/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/zabytye-ostrova/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-s-vodnoj-progulkoj/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/tours/ладожские-шхеры-и-места-силы-карелии-н/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/bilety-bez-ocheredi/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/ekskursii-po-rekam-i-kanalam/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/teplokhodnyye/,https://parus-peterburg.ru/wp-content/uploads/2022/02/DSC09891-1024x601.jpg,Теплоходная экскурсия по Санкт-Петербургу,,200,OK,
IMG,https://parus-peterburg.ru/tours/попробуй-карелию-на-вкус/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-500x311.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/novinki-i-raspisanie-ekskursij-v-mae/,https://parus-peterburg.ru/wp-content/uploads/2022/03/AdobeStock_398021965_Vakkosalmi-8-59-500x311.webp,Карельская кухня - экскурсия,,200,OK,
IMG,https://parus-peterburg.ru/ermitazh/,https://parus-peterburg.ru/wp-content/uploads/2022/11/IMG20221105105311-400x400.jpg,"Экскурсии по Санкт-Петербургу с компанией ""Парус""",,200,OK,
